ts,open,high,low,close,volume
1913-12-01,8.04,8.04,8.04,8.04,0.0
1914-01-01,8.37,8.37,8.37,8.37,0.0
1914-02-01,8.48,8.48,8.48,8.48,0.0
1914-03-01,8.32,8.32,8.32,8.32,0.0
1914-04-01,8.12,8.12,8.12,8.12,0.0
1914-05-01,8.17,8.17,8.17,8.17,0.0
1914-06-01,8.13,8.13,8.13,8.13,0.0
1914-07-01,7.68,7.68,7.68,7.68,0.0
1914-08-01,7.68,7.68,7.68,7.68,0.0
1914-09-01,7.68,7.68,7.68,7.68,0.0
1914-10-01,7.68,7.68,7.68,7.68,0.0
1914-11-01,7.68,7.68,7.68,7.68,0.0
1914-12-01,7.35,7.35,7.35,7.35,0.0
1915-01-01,7.48,7.48,7.48,7.48,0.0
1915-02-01,7.38,7.38,7.38,7.38,0.0
1915-03-01,7.57,7.57,7.57,7.57,0.0
1915-04-01,8.14,8.14,8.14,8.14,0.0
1915-05-01,7.95,7.95,7.95,7.95,0.0
1915-06-01,8.04,8.04,8.04,8.04,0.0
1915-07-01,8.01,8.01,8.01,8.01,0.0
1915-08-01,8.35,8.35,8.35,8.35,0.0
1915-09-01,8.66,8.66,8.66,8.66,0.0
1915-10-01,9.14,9.14,9.14,9.14,0.0
1915-11-01,9.46,9.46,9.46,9.46,0.0
1915-12-01,9.48,9.48,9.48,9.48,0.0
1916-01-01,9.33,9.33,9.33,9.33,0.0
1916-02-01,9.2,9.2,9.2,9.2,0.0
1916-03-01,9.17,9.17,9.17,9.17,0.0
1916-04-01,9.07,9.07,9.07,9.07,0.0
1916-05-01,9.27,9.27,9.27,9.27,0.0
1916-06-01,9.36,9.36,9.36,9.36,0.0
1916-07-01,9.23,9.23,9.23,9.23,0.0
1916-08-01,9.3,9.3,9.3,9.3,0.0
1916-09-01,9.68,9.68,9.68,9.68,0.0
1916-10-01,9.98,9.98,9.98,9.98,0.0
1916-11-01,10.21,10.21,10.21,10.21,0.0
1916-12-01,9.8,9.8,9.8,9.8,0.0
1917-01-01,9.57,9.57,9.57,9.57,0.0
1917-02-01,9.03,9.03,9.03,9.03,0.0
1917-03-01,9.31,9.31,9.31,9.31,0.0
1917-04-01,9.17,9.17,9.17,9.17,0.0
1917-05-01,8.86,8.86,8.86,8.86,0.0
1917-06-01,9.04,9.04,9.04,9.04,0.0
1917-07-01,8.79,8.79,8.79,8.79,0.0
1917-08-01,8.53,8.53,8.53,8.53,0.0
1917-09-01,8.12,8.12,8.12,8.12,0.0
1917-10-01,7.68,7.68,7.68,7.68,0.0
1917-11-01,7.04,7.04,7.04,7.04,0.0
1917-12-01,6.8,6.8,6.8,6.8,0.0
1918-01-01,7.21,7.21,7.21,7.21,0.0
1918-02-01,7.43,7.43,7.43,7.43,0.0
1918-03-01,7.28,7.28,7.28,7.28,0.0
1918-04-01,7.21,7.21,7.21,7.21,0.0
1918-05-01,7.44,7.44,7.44,7.44,0.0
1918-06-01,7.45,7.45,7.45,7.45,0.0
1918-07-01,7.51,7.51,7.51,7.51,0.0
1918-08-01,7.58,7.58,7.58,7.58,0.0
1918-09-01,7.54,7.54,7.54,7.54,0.0
1918-10-01,7.86,7.86,7.86,7.86,0.0
1918-11-01,8.06,8.06,8.06,8.06,0.0
1918-12-01,7.9,7.9,7.9,7.9,0.0
1919-01-01,7.85,7.85,7.85,7.85,0.0
1919-02-01,7.88,7.88,7.88,7.88,0.0
1919-03-01,8.12,8.12,8.12,8.12,0.0
1919-04-01,8.39,8.39,8.39,8.39,0.0
1919-05-01,8.97,8.97,8.97,8.97,0.0
1919-06-01,9.21,9.21,9.21,9.21,0.0
1919-07-01,9.51,9.51,9.51,9.51,0.0
1919-08-01,8.87,8.87,8.87,8.87,0.0
1919-09-01,9.01,9.01,9.01,9.01,0.0
1919-10-01,9.47,9.47,9.47,9.47,0.0
1919-11-01,9.19,9.19,9.19,9.19,0.0
1919-12-01,8.92,8.92,8.92,8.92,0.0
1920-01-01,8.83,8.83,8.83,8.83,0.0
1920-02-01,8.1,8.1,8.1,8.1,0.0
1920-03-01,8.67,8.67,8.67,8.67,0.0
1920-04-01,8.6,8.6,8.6,8.6,0.0
1920-05-01,8.06,8.06,8.06,8.06,0.0
1920-06-01,7.92,7.92,7.92,7.92,0.0
1920-07-01,7.91,7.91,7.91,7.91,0.0
1920-08-01,7.6,7.6,7.6,7.6,0.0
1920-09-01,7.87,7.87,7.87,7.87,0.0
1920-10-01,7.88,7.88,7.88,7.88,0.0
1920-11-01,7.48,7.48,7.48,7.48,0.0
1920-12-01,6.81,6.81,6.81,6.81,0.0
1921-01-01,7.11,7.11,7.11,7.11,0.0
1921-02-01,7.06,7.06,7.06,7.06,0.0
1921-03-01,6.88,6.88,6.88,6.88,0.0
1921-04-01,6.91,6.91,6.91,6.91,0.0
1921-05-01,7.12,7.12,7.12,7.12,0.0
1921-06-01,6.55,6.55,6.55,6.55,0.0
1921-07-01,6.53,6.53,6.53,6.53,0.0
1921-08-01,6.45,6.45,6.45,6.45,0.0
1921-09-01,6.61,6.61,6.61,6.61,0.0
1921-10-01,6.7,6.7,6.7,6.7,0.0
1921-11-01,7.06,7.06,7.06,7.06,0.0
1921-12-01,7.31,7.31,7.31,7.31,0.0
1922-01-01,7.3,7.3,7.3,7.3,0.0
1922-02-01,7.46,7.46,7.46,7.46,0.0
1922-03-01,7.74,7.74,7.74,7.74,0.0
1922-04-01,8.21,8.21,8.21,8.21,0.0
1922-05-01,8.53,8.53,8.53,8.53,0.0
1922-06-01,8.45,8.45,8.45,8.45,0.0
1922-07-01,8.51,8.51,8.51,8.51,0.0
1922-08-01,8.83,8.83,8.83,8.83,0.0
1922-09-01,9.06,9.06,9.06,9.06,0.0
1922-10-01,9.26,9.26,9.26,9.26,0.0
1922-11-01,8.8,8.8,8.8,8.8,0.0
1922-12-01,8.78,8.78,8.78,8.78,0.0
1923-01-01,8.9,8.9,8.9,8.9,0.0
1923-02-01,9.28,9.28,9.28,9.28,0.0
1923-03-01,9.43,9.43,9.43,9.43,0.0
1923-04-01,9.1,9.1,9.1,9.1,0.0
1923-05-01,8.67,8.67,8.67,8.67,0.0
1923-06-01,8.34,8.34,8.34,8.34,0.0
1923-07-01,8.06,8.06,8.06,8.06,0.0
1923-08-01,8.1,8.1,8.1,8.1,0.0
1923-09-01,8.15,8.15,8.15,8.15,0.0
1923-10-01,8.03,8.03,8.03,8.03,0.0
1923-11-01,8.27,8.27,8.27,8.27,0.0
1923-12-01,8.55,8.55,8.55,8.55,0.0
1924-01-01,8.83,8.83,8.83,8.83,0.0
1924-02-01,8.87,8.87,8.87,8.87,0.0
1924-03-01,8.7,8.7,8.7,8.7,0.0
1924-04-01,8.5,8.5,8.5,8.5,0.0
1924-05-01,8.47,8.47,8.47,8.47,0.0
1924-06-01,8.63,8.63,8.63,8.63,0.0
1924-07-01,9.03,9.03,9.03,9.03,0.0
1924-08-01,9.34,9.34,9.34,9.34,0.0
1924-09-01,9.25,9.25,9.25,9.25,0.0
1924-10-01,9.13,9.13,9.13,9.13,0.0
1924-11-01,9.64,9.64,9.64,9.64,0.0
1924-12-01,10.16,10.16,10.16,10.16,0.0
1925-01-01,10.58,10.58,10.58,10.58,0.0
1925-02-01,10.67,10.67,10.67,10.67,0.0
1925-03-01,10.39,10.39,10.39,10.39,0.0
1925-04-01,10.28,10.28,10.28,10.28,0.0
1925-05-01,10.61,10.61,10.61,10.61,0.0
1925-06-01,10.8,10.8,10.8,10.8,0.0
1925-07-01,11.1,11.1,11.1,11.1,0.0
1925-08-01,11.25,11.25,11.25,11.25,0.0
1925-09-01,11.51,11.51,11.51,11.51,0.0
1925-10-01,11.89,11.89,11.89,11.89,0.0
1925-11-01,12.26,12.26,12.26,12.26,0.0
1925-12-01,12.46,12.46,12.46,12.46,0.0
1926-01-01,12.65,12.65,12.65,12.65,0.0
1926-02-01,12.67,12.67,12.67,12.67,0.0
1926-03-01,11.81,11.81,11.81,11.81,0.0
1926-04-01,11.48,11.48,11.48,11.48,0.0
1926-05-01,11.56,11.56,11.56,11.56,0.0
1926-06-01,12.11,12.11,12.11,12.11,0.0
1926-07-01,12.62,12.62,12.62,12.62,0.0
1926-08-01,13.12,13.12,13.12,13.12,0.0
1926-09-01,13.32,13.32,13.32,13.32,0.0
1926-10-01,13.02,13.02,13.02,13.02,0.0
1926-11-01,13.19,13.19,13.19,13.19,0.0
1926-12-01,13.49,13.49,13.49,13.49,0.0
1927-01-01,13.4,13.4,13.4,13.4,0.0
1927-02-01,13.66,13.66,13.66,13.66,0.0
1927-03-01,13.87,13.87,13.87,13.87,0.0
1927-04-01,14.21,14.21,14.21,14.21,0.0
1927-05-01,14.7,14.7,14.7,14.7,0.0
1927-06-01,14.89,14.89,14.89,14.89,0.0
1927-07-01,15.22,15.22,15.22,15.22,0.0
1927-08-01,16.03,16.03,16.03,16.03,0.0
1927-09-01,16.94,16.94,16.94,16.94,0.0
1927-10-01,16.68,16.68,16.68,16.68,0.0
1927-11-01,17.06,17.06,17.06,17.06,0.0
1927-12-01,17.46,17.46,17.46,17.46,0.0
1928-01-01,17.53,17.53,17.53,17.53,0.0
1928-02-01,17.32,17.32,17.32,17.32,0.0
1928-03-01,18.25,18.25,18.25,18.25,0.0
1928-04-01,19.4,19.4,19.4,19.4,0.0
1928-05-01,20.0,20.0,20.0,20.0,0.0
1928-06-01,19.02,19.02,19.02,19.02,0.0
1928-07-01,19.16,19.16,19.16,19.16,0.0
1928-08-01,19.78,19.78,19.78,19.78,0.0
1928-09-01,21.17,21.17,21.17,21.17,0.0
1928-10-01,21.6,21.6,21.6,21.6,0.0
1928-11-01,23.06,23.06,23.06,23.06,0.0
1928-12-01,23.15,23.15,23.15,23.15,0.0
1929-01-01,24.86,24.86,24.86,24.86,0.0
1929-02-01,24.99,24.99,24.99,24.99,0.0
1929-03-01,25.43,25.43,25.43,25.43,0.0
1929-04-01,25.28,25.28,25.28,25.28,0.0
1929-05-01,25.66,25.66,25.66,25.66,0.0
1929-06-01,26.15,26.15,26.15,26.15,0.0
1929-07-01,28.48,28.48,28.48,28.48,0.0
1929-08-01,30.1,30.1,30.1,30.1,0.0
1929-09-01,31.3,31.3,31.3,31.3,0.0
1929-10-01,27.99,27.99,27.99,27.99,0.0
1929-11-01,20.58,20.58,20.58,20.58,0.0
1929-12-01,21.4,21.4,21.4,21.4,0.0
1930-01-01,21.71,21.71,21.71,21.71,0.0
1930-02-01,23.07,23.07,23.07,23.07,0.0
1930-03-01,23.94,23.94,23.94,23.94,0.0
1930-04-01,25.46,25.46,25.46,25.46,0.0
1930-05-01,23.94,23.94,23.94,23.94,0.0
1930-06-01,21.52,21.52,21.52,21.52,0.0
1930-07-01,21.06,21.06,21.06,21.06,0.0
1930-08-01,20.79,20.79,20.79,20.79,0.0
1930-09-01,20.78,20.78,20.78,20.78,0.0
1930-10-01,17.92,17.92,17.92,17.92,0.0
1930-11-01,16.62,16.62,16.62,16.62,0.0
1930-12-01,15.51,15.51,15.51,15.51,0.0
1931-01-01,15.98,15.98,15.98,15.98,0.0
1931-02-01,17.2,17.2,17.2,17.2,0.0
1931-03-01,17.53,17.53,17.53,17.53,0.0
1931-04-01,15.86,15.86,15.86,15.86,0.0
1931-05-01,14.33,14.33,14.33,14.33,0.0
1931-06-01,13.87,13.87,13.87,13.87,0.0
1931-07-01,14.33,14.33,14.33,14.33,0.0
1931-08-01,13.9,13.9,13.9,13.9,0.0
1931-09-01,11.83,11.83,11.83,11.83,0.0
1931-10-01,10.25,10.25,10.25,10.25,0.0
1931-11-01,10.39,10.39,10.39,10.39,0.0
1931-12-01,8.44,8.44,8.44,8.44,0.0
1932-01-01,8.3,8.3,8.3,8.3,0.0
1932-02-01,8.23,8.23,8.23,8.23,0.0
1932-03-01,8.26,8.26,8.26,8.26,0.0
1932-04-01,6.28,6.28,6.28,6.28,0.0
1932-05-01,5.51,5.51,5.51,5.51,0.0
1932-06-01,4.77,4.77,4.77,4.77,0.0
1932-07-01,5.01,5.01,5.01,5.01,0.0
1932-08-01,7.53,7.53,7.53,7.53,0.0
1932-09-01,8.26,8.26,8.26,8.26,0.0
1932-10-01,7.12,7.12,7.12,7.12,0.0
1932-11-01,7.05,7.05,7.05,7.05,0.0
1932-12-01,6.82,6.82,6.82,6.82,0.0
1933-01-01,7.09,7.09,7.09,7.09,0.0
1933-02-01,6.25,6.25,6.25,6.25,0.0
1933-03-01,6.23,6.23,6.23,6.23,0.0
1933-04-01,6.89,6.89,6.89,6.89,0.0
1933-05-01,8.87,8.87,8.87,8.87,0.0
1933-06-01,10.39,10.39,10.39,10.39,0.0
1933-07-01,11.23,11.23,11.23,11.23,0.0
1933-08-01,10.67,10.67,10.67,10.67,0.0
1933-09-01,10.58,10.58,10.58,10.58,0.0
1933-10-01,9.55,9.55,9.55,9.55,0.0
1933-11-01,9.78,9.78,9.78,9.78,0.0
1933-12-01,9.97,9.97,9.97,9.97,0.0
1934-01-01,10.54,10.54,10.54,10.54,0.0
1934-02-01,11.32,11.32,11.32,11.32,0.0
1934-03-01,10.74,10.74,10.74,10.74,0.0
1934-04-01,10.92,10.92,10.92,10.92,0.0
1934-05-01,9.81,9.81,9.81,9.81,0.0
1934-06-01,9.94,9.94,9.94,9.94,0.0
1934-07-01,9.47,9.47,9.47,9.47,0.0
1934-08-01,9.1,9.1,9.1,9.1,0.0
1934-09-01,8.88,8.88,8.88,8.88,0.0
1934-10-01,8.95,8.95,8.95,8.95,0.0
1934-11-01,9.2,9.2,9.2,9.2,0.0
1934-12-01,9.26,9.26,9.26,9.26,0.0
1935-01-01,9.26,9.26,9.26,9.26,0.0
1935-02-01,8.98,8.98,8.98,8.98,0.0
1935-03-01,8.41,8.41,8.41,8.41,0.0
1935-04-01,9.04,9.04,9.04,9.04,0.0
1935-05-01,9.75,9.75,9.75,9.75,0.0
1935-06-01,10.12,10.12,10.12,10.12,0.0
1935-07-01,10.65,10.65,10.65,10.65,0.0
1935-08-01,11.37,11.37,11.37,11.37,0.0
1935-09-01,11.61,11.61,11.61,11.61,0.0
1935-10-01,11.92,11.92,11.92,11.92,0.0
1935-11-01,13.04,13.04,13.04,13.04,0.0
1935-12-01,13.04,13.04,13.04,13.04,0.0
1936-01-01,13.76,13.76,13.76,13.76,0.0
1936-02-01,14.55,14.55,14.55,14.55,0.0
1936-03-01,14.86,14.86,14.86,14.86,0.0
1936-04-01,14.88,14.88,14.88,14.88,0.0
1936-05-01,14.09,14.09,14.09,14.09,0.0
1936-06-01,14.69,14.69,14.69,14.69,0.0
1936-07-01,15.56,15.56,15.56,15.56,0.0
1936-08-01,15.87,15.87,15.87,15.87,0.0
1936-09-01,16.05,16.05,16.05,16.05,0.0
1936-10-01,16.89,16.89,16.89,16.89,0.0
1936-11-01,17.36,17.36,17.36,17.36,0.0
1936-12-01,17.06,17.06,17.06,17.06,0.0
1937-01-01,17.59,17.59,17.59,17.59,0.0
1937-02-01,18.11,18.11,18.11,18.11,0.0
1937-03-01,18.09,18.09,18.09,18.09,0.0
1937-04-01,17.01,17.01,17.01,17.01,0.0
1937-05-01,16.25,16.25,16.25,16.25,0.0
1937-06-01,15.64,15.64,15.64,15.64,0.0
1937-07-01,16.57,16.57,16.57,16.57,0.0
1937-08-01,16.74,16.74,16.74,16.74,0.0
1937-09-01,14.37,14.37,14.37,14.37,0.0
1937-10-01,12.28,12.28,12.28,12.28,0.0
1937-11-01,11.2,11.2,11.2,11.2,0.0
1937-12-01,11.02,11.02,11.02,11.02,0.0
1938-01-01,11.31,11.31,11.31,11.31,0.0
1938-02-01,11.04,11.04,11.04,11.04,0.0
1938-03-01,10.31,10.31,10.31,10.31,0.0
1938-04-01,9.89,9.89,9.89,9.89,0.0
1938-05-01,9.98,9.98,9.98,9.98,0.0
1938-06-01,10.21,10.21,10.21,10.21,0.0
1938-07-01,12.24,12.24,12.24,12.24,0.0
1938-08-01,12.31,12.31,12.31,12.31,0.0
1938-09-01,11.75,11.75,11.75,11.75,0.0
1938-10-01,13.06,13.06,13.06,13.06,0.0
1938-11-01,13.07,13.07,13.07,13.07,0.0
1938-12-01,12.69,12.69,12.69,12.69,0.0
1939-01-01,12.5,12.5,12.5,12.5,0.0
1939-02-01,12.4,12.4,12.4,12.4,0.0
1939-03-01,12.39,12.39,12.39,12.39,0.0
1939-04-01,10.83,10.83,10.83,10.83,0.0
1939-05-01,11.23,11.23,11.23,11.23,0.0
1939-06-01,11.43,11.43,11.43,11.43,0.0
1939-07-01,11.71,11.71,11.71,11.71,0.0
1939-08-01,11.54,11.54,11.54,11.54,0.0
1939-09-01,12.77,12.77,12.77,12.77,0.0
1939-10-01,12.9,12.9,12.9,12.9,0.0
1939-11-01,12.67,12.67,12.67,12.67,0.0
1939-12-01,12.37,12.37,12.37,12.37,0.0
1940-01-01,12.3,12.3,12.3,12.3,0.0
1940-02-01,12.22,12.22,12.22,12.22,0.0
1940-03-01,12.15,12.15,12.15,12.15,0.0
1940-04-01,12.27,12.27,12.27,12.27,0.0
1940-05-01,10.58,10.58,10.58,10.58,0.0
1940-06-01,9.67,9.67,9.67,9.67,0.0
1940-07-01,9.99,9.99,9.99,9.99,0.0
1940-08-01,10.2,10.2,10.2,10.2,0.0
1940-09-01,10.63,10.63,10.63,10.63,0.0
1940-10-01,10.73,10.73,10.73,10.73,0.0
1940-11-01,10.98,10.98,10.98,10.98,0.0
1940-12-01,10.53,10.53,10.53,10.53,0.0
1941-01-01,10.55,10.55,10.55,10.55,0.0
1941-02-01,9.89,9.89,9.89,9.89,0.0
1941-03-01,9.95,9.95,9.95,9.95,0.0
1941-04-01,9.64,9.64,9.64,9.64,0.0
1941-05-01,9.43,9.43,9.43,9.43,0.0
1941-06-01,9.76,9.76,9.76,9.76,0.0
1941-07-01,10.26,10.26,10.26,10.26,0.0
1941-08-01,10.21,10.21,10.21,10.21,0.0
1941-09-01,10.24,10.24,10.24,10.24,0.0
1941-10-01,9.83,9.83,9.83,9.83,0.0
1941-11-01,9.37,9.37,9.37,9.37,0.0
1941-12-01,8.76,8.76,8.76,8.76,0.0
1942-01-01,8.93,8.93,8.93,8.93,0.0
1942-02-01,8.65,8.65,8.65,8.65,0.0
1942-03-01,8.18,8.18,8.18,8.18,0.0
1942-04-01,7.84,7.84,7.84,7.84,0.0
1942-05-01,7.93,7.93,7.93,7.93,0.0
1942-06-01,8.33,8.33,8.33,8.33,0.0
1942-07-01,8.64,8.64,8.64,8.64,0.0
1942-08-01,8.59,8.59,8.59,8.59,0.0
1942-09-01,8.68,8.68,8.68,8.68,0.0
1942-10-01,9.32,9.32,9.32,9.32,0.0
1942-11-01,9.47,9.47,9.47,9.47,0.0
1942-12-01,9.52,9.52,9.52,9.52,0.0
1943-01-01,10.09,10.09,10.09,10.09,0.0
1943-02-01,10.69,10.69,10.69,10.69,0.0
1943-03-01,11.07,11.07,11.07,11.07,0.0
1943-04-01,11.44,11.44,11.44,11.44,0.0
1943-05-01,11.89,11.89,11.89,11.89,0.0
1943-06-01,12.1,12.1,12.1,12.1,0.0
1943-07-01,12.35,12.35,12.35,12.35,0.0
1943-08-01,11.74,11.74,11.74,11.74,0.0
1943-09-01,11.99,11.99,11.99,11.99,0.0
1943-10-01,11.88,11.88,11.88,11.88,0.0
1943-11-01,11.33,11.33,11.33,11.33,0.0
1943-12-01,11.48,11.48,11.48,11.48,0.0
1944-01-01,11.85,11.85,11.85,11.85,0.0
1944-02-01,11.77,11.77,11.77,11.77,0.0
1944-03-01,12.1,12.1,12.1,12.1,0.0
1944-04-01,11.89,11.89,11.89,11.89,0.0
1944-05-01,12.1,12.1,12.1,12.1,0.0
1944-06-01,12.67,12.67,12.67,12.67,0.0
1944-07-01,13.0,13.0,13.0,13.0,0.0
1944-08-01,12.81,12.81,12.81,12.81,0.0
1944-09-01,12.6,12.6,12.6,12.6,0.0
1944-10-01,12.91,12.91,12.91,12.91,0.0
1944-11-01,12.82,12.82,12.82,12.82,0.0
1944-12-01,13.1,13.1,13.1,13.1,0.0
1945-01-01,13.49,13.49,13.49,13.49,0.0
1945-02-01,13.94,13.94,13.94,13.94,0.0
1945-03-01,13.93,13.93,13.93,13.93,0.0
1945-04-01,14.28,14.28,14.28,14.28,0.0
1945-05-01,14.82,14.82,14.82,14.82,0.0
1945-06-01,15.09,15.09,15.09,15.09,0.0
1945-07-01,14.78,14.78,14.78,14.78,0.0
1945-08-01,14.83,14.83,14.83,14.83,0.0
1945-09-01,15.84,15.84,15.84,15.84,0.0
1945-10-01,16.5,16.5,16.5,16.5,0.0
1945-11-01,17.04,17.04,17.04,17.04,0.0
1945-12-01,17.33,17.33,17.33,17.33,0.0
1946-01-01,18.02,18.02,18.02,18.02,0.0
1946-02-01,18.07,18.07,18.07,18.07,0.0
1946-03-01,17.53,17.53,17.53,17.53,0.0
1946-04-01,18.66,18.66,18.66,18.66,0.0
1946-05-01,18.7,18.7,18.7,18.7,0.0
1946-06-01,18.58,18.58,18.58,18.58,0.0
1946-07-01,18.05,18.05,18.05,18.05,0.0
1946-08-01,17.7,17.7,17.7,17.7,0.0
1946-09-01,15.09,15.09,15.09,15.09,0.0
1946-10-01,14.75,14.75,14.75,14.75,0.0
1946-11-01,14.69,14.69,14.69,14.69,0.0
1946-12-01,15.13,15.13,15.13,15.13,0.0
1947-01-01,15.21,15.21,15.21,15.21,0.0
1947-02-01,15.8,15.8,15.8,15.8,0.0
1947-03-01,15.16,15.16,15.16,15.16,0.0
1947-04-01,14.6,14.6,14.6,14.6,0.0
1947-05-01,14.34,14.34,14.34,14.34,0.0
1947-06-01,14.84,14.84,14.84,14.84,0.0
1947-07-01,15.77,15.77,15.77,15.77,0.0
1947-08-01,15.46,15.46,15.46,15.46,0.0
1947-09-01,15.06,15.06,15.06,15.06,0.0
1947-10-01,15.45,15.45,15.45,15.45,0.0
1947-11-01,15.27,15.27,15.27,15.27,0.0
1947-12-01,15.03,15.03,15.03,15.03,0.0
1948-01-01,14.83,14.83,14.83,14.83,0.0
1948-02-01,14.1,14.1,14.1,14.1,0.0
1948-03-01,14.3,14.3,14.3,14.3,0.0
1948-04-01,15.4,15.4,15.4,15.4,0.0
1948-05-01,16.15,16.15,16.15,16.15,0.0
1948-06-01,16.82,16.82,16.82,16.82,0.0
1948-07-01,16.42,16.42,16.42,16.42,0.0
1948-08-01,15.94,15.94,15.94,15.94,0.0
1948-09-01,15.76,15.76,15.76,15.76,0.0
1948-10-01,16.19,16.19,16.19,16.19,0.0
1948-11-01,15.29,15.29,15.29,15.29,0.0
1948-12-01,15.19,15.19,15.19,15.19,0.0
1949-01-01,15.36,15.36,15.36,15.36,0.0
1949-02-01,14.77,14.77,14.77,14.77,0.0
1949-03-01,14.91,14.91,14.91,14.91,0.0
1949-04-01,14.89,14.89,14.89,14.89,0.0
1949-05-01,14.78,14.78,14.78,14.78,0.0
1949-06-01,13.97,13.97,13.97,13.97,0.0
1949-07-01,14.76,14.76,14.76,14.76,0.0
1949-08-01,15.29,15.29,15.29,15.29,0.0
1949-09-01,15.49,15.49,15.49,15.49,0.0
1949-10-01,15.89,15.89,15.89,15.89,0.0
1949-11-01,16.11,16.11,16.11,16.11,0.0
1949-12-01,16.54,16.54,16.54,16.54,0.0
1950-01-01,16.88,16.88,16.88,16.88,0.0
1950-02-01,17.21,17.21,17.21,17.21,0.0
1950-03-01,17.35,17.35,17.35,17.35,0.0
1950-04-01,17.84,17.84,17.84,17.84,0.0
1950-05-01,18.44,18.44,18.44,18.44,0.0
1950-06-01,18.74,18.74,18.74,18.74,0.0
1950-07-01,17.38,17.38,17.38,17.38,0.0
1950-08-01,18.43,18.43,18.43,18.43,0.0
1950-09-01,19.08,19.08,19.08,19.08,0.0
1950-10-01,19.87,19.87,19.87,19.87,0.0
1950-11-01,19.83,19.83,19.83,19.83,0.0
1950-12-01,19.75,19.75,19.75,19.75,0.0
1951-01-01,21.21,21.21,21.21,21.21,0.0
1951-02-01,22.0,22.0,22.0,22.0,0.0
1951-03-01,21.63,21.63,21.63,21.63,0.0
1951-04-01,21.92,21.92,21.92,21.92,0.0
1951-05-01,21.93,21.93,21.93,21.93,0.0
1951-06-01,21.55,21.55,21.55,21.55,0.0
1951-07-01,21.93,21.93,21.93,21.93,0.0
1951-08-01,22.89,22.89,22.89,22.89,0.0
1951-09-01,23.48,23.48,23.48,23.48,0.0
1951-10-01,23.36,23.36,23.36,23.36,0.0
1951-11-01,22.71,22.71,22.71,22.71,0.0
1951-12-01,23.41,23.41,23.41,23.41,0.0
1952-01-01,24.19,24.19,24.19,24.19,0.0
1952-02-01,23.75,23.75,23.75,23.75,0.0
1952-03-01,23.81,23.81,23.81,23.81,0.0
1952-04-01,23.74,23.74,23.74,23.74,0.0
1952-05-01,23.73,23.73,23.73,23.73,0.0
1952-06-01,24.38,24.38,24.38,24.38,0.0
1952-07-01,25.08,25.08,25.08,25.08,0.0
1952-08-01,25.18,25.18,25.18,25.18,0.0
1952-09-01,24.78,24.78,24.78,24.78,0.0
1952-10-01,24.26,24.26,24.26,24.26,0.0
1952-11-01,25.03,25.03,25.03,25.03,0.0
1952-12-01,26.04,26.04,26.04,26.04,0.0
1953-01-01,26.18,26.18,26.18,26.18,0.0
1953-02-01,25.86,25.86,25.86,25.86,0.0
1953-03-01,25.99,25.99,25.99,25.99,0.0
1953-04-01,24.71,24.71,24.71,24.71,0.0
1953-05-01,24.84,24.84,24.84,24.84,0.0
1953-06-01,23.95,23.95,23.95,23.95,0.0
1953-07-01,24.29,24.29,24.29,24.29,0.0
1953-08-01,24.39,24.39,24.39,24.39,0.0
1953-09-01,23.27,23.27,23.27,23.27,0.0
1953-10-01,23.97,23.97,23.97,23.97,0.0
1953-11-01,24.5,24.5,24.5,24.5,0.0
1953-12-01,24.83,24.83,24.83,24.83,0.0
1954-01-01,25.46,25.46,25.46,25.46,0.0
1954-02-01,26.02,26.02,26.02,26.02,0.0
1954-03-01,26.57,26.57,26.57,26.57,0.0
1954-04-01,27.63,27.63,27.63,27.63,0.0
1954-05-01,28.73,28.73,28.73,28.73,0.0
1954-06-01,28.96,28.96,28.96,28.96,0.0
1954-07-01,30.13,30.13,30.13,30.13,0.0
1954-08-01,30.73,30.73,30.73,30.73,0.0
1954-09-01,31.45,31.45,31.45,31.45,0.0
1954-10-01,32.18,32.18,32.18,32.18,0.0
1954-11-01,33.44,33.44,33.44,33.44,0.0
1954-12-01,34.97,34.97,34.97,34.97,0.0
1955-01-01,35.6,35.6,35.6,35.6,0.0
1955-02-01,36.79,36.79,36.79,36.79,0.0
1955-03-01,36.5,36.5,36.5,36.5,0.0
1955-04-01,37.76,37.76,37.76,37.76,0.0
1955-05-01,37.6,37.6,37.6,37.6,0.0
1955-06-01,39.78,39.78,39.78,39.78,0.0
1955-07-01,42.69,42.69,42.69,42.69,0.0
1955-08-01,42.43,42.43,42.43,42.43,0.0
1955-09-01,44.34,44.34,44.34,44.34,0.0
1955-10-01,42.11,42.11,42.11,42.11,0.0
1955-11-01,44.95,44.95,44.95,44.95,0.0
1955-12-01,45.37,45.37,45.37,45.37,0.0
1956-01-01,44.15,44.15,44.15,44.15,0.0
1956-02-01,44.43,44.43,44.43,44.43,0.0
1956-03-01,47.49,47.49,47.49,47.49,0.0
1956-04-01,48.05,48.05,48.05,48.05,0.0
1956-05-01,46.54,46.54,46.54,46.54,0.0
1956-06-01,46.27,46.27,46.27,46.27,0.0
1956-07-01,48.78,48.78,48.78,48.78,0.0
1956-08-01,48.49,48.49,48.49,48.49,0.0
1956-09-01,46.84,46.84,46.84,46.84,0.0
1956-10-01,46.24,46.24,46.24,46.24,0.0
1956-11-01,45.76,45.76,45.76,45.76,0.0
1956-12-01,46.44,46.44,46.44,46.44,0.0
1957-01-01,45.43,45.43,45.43,45.43,0.0
